0.0000,-161.8739
0.0100,-161.9463
0.0200,-162.0189
0.0300,-162.0915
0.0400,-162.1643
0.0500,-162.2372
0.0600,-162.3103
0.0700,-162.3835
0.0800,-162.4568
0.0900,-162.5303
0.1000,-162.6038
0.1100,-162.6776
0.1200,-162.7514
0.1300,-162.8254
0.1400,-162.8995
0.1500,-162.9738
0.1600,-163.0482
0.1700,-163.1227
0.1800,-163.1973
0.1900,-163.2721
0.2000,-163.3470
0.2100,-163.4221
0.2200,-163.4973
0.2300,-163.5726
0.2400,-163.6480
0.2500,-163.7236
0.2600,-163.7993
0.2700,-163.8752
0.2800,-163.9512
0.2900,-164.0273
0.3000,-164.1036
0.3100,-164.1800
0.3200,-164.2565
0.3300,-164.3332
0.3400,-164.4100
0.3500,-164.4869
0.3600,-164.5640
0.3700,-164.6412
0.3800,-164.7185
0.3900,-164.7960
0.4000,-164.8736
0.4100,-164.9513
0.4200,-165.0292
0.4300,-165.1072
0.4400,-165.1854
0.4500,-165.2637
0.4600,-165.3421
0.4700,-165.4206
0.4800,-165.4993
0.4900,-165.5782
0.5000,-165.6571
0.5100,-165.7362
0.5200,-165.8155
0.5300,-165.8948
0.5400,-165.9744
0.5500,-166.0540
0.5600,-166.1338
0.5700,-166.2137
0.5800,-166.2938
0.5900,-166.3739
0.6000,-166.4543
0.6100,-166.5347
0.6200,-166.6153
0.6300,-166.6961
0.6400,-166.7769
0.6500,-166.8580
0.6600,-166.9391
0.6700,-167.0204
0.6800,-167.1018
0.6900,-167.1834
0.7000,-167.2650
0.7100,-167.3469
0.7200,-167.4288
0.7300,-167.5109
0.7400,-167.5932
0.7500,-167.6756
0.7600,-167.7581
0.7700,-167.8407
0.7800,-167.9235
0.7900,-168.0064
0.8000,-168.0895
0.8100,-168.1727
0.8200,-168.2560
0.8300,-168.3395
0.8400,-168.4231
0.8500,-168.5068
0.8600,-168.5907
0.8700,-168.6747
0.8800,-168.7588
0.8900,-168.8431
0.9000,-168.9276
0.9100,-169.0121
0.9200,-169.0968
0.9300,-169.1816
0.9400,-169.2666
0.9500,-169.3517
0.9600,-169.4370
0.9700,-169.5223
0.9800,-169.6078
0.9900,-169.6935
1.0000,-169.7793
1.0100,-169.8652
1.0200,-169.9512
1.0300,-170.0374
1.0400,-170.1238
1.0500,-170.2102
1.0600,-170.2968
1.0700,-170.3835
1.0800,-170.4704
1.0900,-170.5574
1.1000,-170.6446
1.1100,-170.7318
1.1200,-170.8192
1.1300,-170.9068
1.1400,-170.9945
